sku,name,description,category,sub_type,weight,stackable,max_stack,equippable,equip_slot,damage_min,damage_max,armor_rating,durability_max,consumable,charges_max,effects,tags
tome-2598,Ancient Leather Tome,Ancient Leather Tome: a books item used in various contexts.,books,tome,6.56,0,1,0,,,,,,0,,,"[""common""]"
cider-2599,Cider of Swiftness,Cider of Swiftness: a food_drink item used in various contexts.,food_drink,cider,3.74,0,1,0,,,,,,0,,,"[""curse:-slow"", ""uncommon""]"
storm_matches-2600,"Storm Matches of Might, Legendary","Storm Matches of Might, Legendary: a survival item used in various contexts.",survival,storm_matches,11.37,0,1,0,,,,,,0,,,"[""legendary""]"
spirit_feather-2601,Elder Spirit Feather,Elder Spirit Feather: a fantasy item used in various contexts.,fantasy,spirit_feather,0.9,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
hoop_earring-2602,Hoop Earring of Swiftness,Hoop Earring of Swiftness: a jewelry item used in various contexts.,jewelry,hoop_earring,10.6,0,1,0,,,,,,0,,"{""charisma"": 0.06}","[""fashion"", ""value"", ""epic""]"
helmet-2603,Helmet of Fortune,Helmet of Fortune: a armor item used in various contexts.,armor,helmet,3.72,0,1,1,hands,,,4,90,0,,,"[""common"", ""armor""]"
cloth-2604,Worn Composite Cloth,Worn Composite Cloth: a crafting item used in various contexts.,crafting,cloth,7.28,0,1,0,,,,,,0,,,"[""common""]"
maul-2605,Experimental Iron Maul,Experimental Iron Maul: a weapon item used in various contexts.,weapon,maul,9.3,0,1,1,hands,1,10,,200,0,,,"[""common"", ""weapon""]"
telescoping_magnet-2606,Telescoping Magnet of Might,Telescoping Magnet of Might: a tool item used in various contexts.,tool,telescoping_magnet,7.54,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
stellar_map-2607,Alloy Stellar Map Corvus-series NX-9,Alloy Stellar Map Corvus-series NX-9: a sci_fi item used in various contexts.,sci_fi,stellar_map,8.66,0,1,1,hands,,,,,0,,,"[""uncommon"", ""sci-fi""]"
swimsuit-2608,Swimsuit of Might,Swimsuit of Might: a clothing item used in various contexts.,clothing,swimsuit,11.2,0,1,1,torso,,,1,,0,,,"[""wearable"", ""common""]"
toe_socks-2609,Toe Socks of Fortune,Toe Socks of Fortune: a clothing item used in various contexts.,clothing,toe_socks,7.52,0,1,1,hands,,,1,,0,,,"[""wearable"", ""common""]"
scroll-2610,Scroll of Fortune,Scroll of Fortune: a books item used in various contexts.,books,scroll,11.99,0,1,0,,,,,,0,,,"[""uncommon""]"
circuit_board-2611,Sturdy Composite Circuit Board,Sturdy Composite Circuit Board: a crafting item used in various contexts.,crafting,circuit_board,6.4,0,1,0,,,,,,0,,,"[""common""]"
signal_rocket-2612,Signal Rocket of Swiftness,Signal Rocket of Swiftness: a survival item used in various contexts.,survival,signal_rocket,0.16,0,1,0,,,,,,0,,,"[""common""]"
hair_chain-2613,Fine Composite Hair Chain,Fine Composite Hair Chain: a jewelry item used in various contexts.,jewelry,hair_chain,5.39,0,1,0,,,,,,0,,"{""charisma"": 0.05}","[""fashion"", ""value"", ""common""]"
tourniquet-2614,Tourniquet of Might,Tourniquet of Might: a survival item used in various contexts.,survival,tourniquet,11.94,0,1,0,,,,,,0,,,"[""common""]"
longcoat-2615,Compact Alloy Longcoat,Compact Alloy Longcoat: a clothing item used in various contexts.,clothing,longcoat,4.95,0,1,1,legs,,,1,,0,,,"[""wearable"", ""epic""]"
folding_spade-2616,Folding Spade of Swiftness,Folding Spade of Swiftness: a survival item used in various contexts.,survival,folding_spade,10.09,0,1,0,,,,,,0,,,"[""legendary""]"
holo_projector-2617,Alloy Holo Projector Prototype VX-72,Alloy Holo Projector Prototype VX-72: a sci_fi item used in various contexts.,sci_fi,holo_projector,2.42,1,1,0,,,,,,1,,"{""energy"": 483}","[""uncommon"", ""power""]"
polo_shirt-2618,"Polo Shirt of Swiftness, Epic","Polo Shirt of Swiftness, Epic: a clothing item used in various contexts.",clothing,polo_shirt,1.29,0,1,1,feet,,,1,,0,,,"[""wearable"", ""epic""]"
lectern_map-2619,"Cursed Lectern Map of Might, Artifact","Lectern Map of Might, Artifact: a books item used in various contexts.",books,lectern_map,11.49,0,1,0,,,,,,0,,,"[""artifact""]"
watering_can-2620,Blessed Ceramic Watering Can,Blessed Ceramic Watering Can: a household item used in various contexts.,household,watering_can,5.9,0,1,0,,,,,,0,,,"[""common""]"
morning_star-2621,Sturdy Obsidian Morning Star,Sturdy Obsidian Morning Star: a weapon item used in various contexts.,weapon,morning_star,4.82,0,1,1,back,17,20,,117,0,,,"[""uncommon"", ""weapon""]"
ratchet-2622,Blessed Alloy Ratchet,Blessed Alloy Ratchet: a tool item used in various contexts.,tool,ratchet,11.77,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
leather_patch-2623,Arcane Pristine Leather Leather Patch,Pristine Leather Leather Patch: a crafting item used in various contexts.,crafting,leather_patch,2.93,0,1,0,,,,,,0,,,"[""common""]"
endoscope_cam-2624,Blessed Endoscope Cam of Might,Endoscope Cam of Might: a tool item used in various contexts.,tool,endoscope_cam,11.64,0,1,0,,,,,,0,,,"[""tool"", ""uncommon""]"
jacket_leather-2625,Jacket Leather of Swiftness,Jacket Leather of Swiftness: a clothing item used in various contexts.,clothing,jacket_leather,11.35,0,1,1,feet,,,0,,0,,,"[""wearable"", ""legendary""]"
copper_ore-2626,"Sturdy Alloy Copper Ore, Epic","Sturdy Alloy Copper Ore, Epic: a materials item used in various contexts.",materials,copper_ore,4.6,0,1,0,,,,,,0,,,"[""epic""]"
shield_rim-2627,Runed Pristine Leather Shield Rim,Pristine Leather Shield Rim: a armor item used in various contexts.,armor,shield_rim,3.85,0,1,1,legs,,,8,179,0,,,"[""rare"", ""armor""]"
rope_coil-2628,Rope Coil of Might,Rope Coil of Might: a household item used in various contexts.,household,rope_coil,1.2,0,1,0,,,,,,0,,,"[""common""]"
binoculars-2629,Binoculars of Fortune,Binoculars of Fortune: a survival item used in various contexts.,survival,binoculars,1.89,0,1,0,,,,,,0,,"{""crit_chance"": 0.212}","[""common""]"
parrying_dagger-2630,Blessed Parrying Dagger of Fortune,Parrying Dagger of Fortune: a weapon item used in various contexts.,weapon,parrying_dagger,11.43,0,1,1,hands,16,19,,74,0,,,"[""rare"", ""weapon""]"
filament-2631,Experimental Iron Filament,Experimental Iron Filament: a crafting item used in various contexts.,crafting,filament,7.53,0,1,0,,,,,,0,,,"[""common""]"
jerrycan-2632,Rusted Steel Jerrycan,Rusted Steel Jerrycan: a tool item used in various contexts.,tool,jerrycan,11.27,0,1,0,,,,,,0,,,"[""tool"", ""uncommon""]"
forge_coal-2633,Cursed Blessed Polymer Forge Coal,Blessed Polymer Forge Coal: a crafting item used in various contexts.,crafting,forge_coal,11.76,0,1,0,,,,,,0,,,"[""common""]"
nano_patch-2634,Ceramic Nano Patch Quantum ZX-32,Ceramic Nano Patch Quantum ZX-32: a sci_fi item used in various contexts.,sci_fi,nano_patch,9.24,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
scripture-2635,Sturdy Glass Scripture of the Deep,Sturdy Glass Scripture: a books item used in various contexts.,books,scripture,8.76,0,1,0,,,,,,0,,,"[""common""]"
lantern_oil-2636,Lantern Oil of Fortune,Lantern Oil of Fortune: a tool item used in various contexts.,tool,lantern_oil,10.09,1,1,0,,,,,,1,,"{""fuel"": 9}","[""tool"", ""consumable"", ""fuel"", ""common""]"
chair-2637,Chair of Fortune,Chair of Fortune: a household item used in various contexts.,household,chair,7.12,0,1,0,,,,,,0,,,"[""common""]"
survival_whistle-2638,Refined Iron Survival Whistle,Refined Iron Survival Whistle: a survival item used in various contexts.,survival,survival_whistle,2.01,0,1,0,,,,,,0,,,"[""common""]"
gorget_simple-2639,Gorget Simple of Fortune,Gorget Simple of Fortune: a jewelry item used in various contexts.,jewelry,gorget_simple,6.33,0,1,0,,,,,,0,,"{""charisma"": 0.08}","[""fashion"", ""value"", ""common""]"
vibro_sword-2640,Leather Vibro Sword Mk II VX-75,Leather Vibro Sword Mk II VX-75: a sci_fi item used in various contexts.,sci_fi,vibro_sword,0.11,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
casting_sand-2641,Experimental Ceramic Casting Sand,Experimental Ceramic Casting Sand: a crafting item used in various contexts.,crafting,casting_sand,2.61,0,1,0,,,,,,0,,,"[""common""]"
binding_scroll-2642,Binding Scroll of Storms,Binding Scroll of Storms: a fantasy item used in various contexts.,fantasy,binding_scroll,0.57,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
wine-2643,Wine of Might,Wine of Might: a food_drink item used in various contexts.,food_drink,wine,3.13,0,1,0,,,,,,0,,,"[""common""]"
bone_fragment-2644,Stalwart Bone Fragment of Swiftness,Bone Fragment of Swiftness: a crafting item used in various contexts.,crafting,bone_fragment,6.1,0,1,0,,,,,,0,,,"[""common""]"
chisels-2645,Chisels of Swiftness,Chisels of Swiftness: a tool item used in various contexts.,tool,chisels,8.14,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
scythe_war-2646,Sturdy Glass Scythe War,Sturdy Glass Scythe War: a weapon item used in various contexts.,weapon,scythe_war,4.51,0,1,1,hands,7,14,,70,0,,,"[""common"", ""weapon""]"
battery_pack-2647,Fine Wood Battery Pack,Fine Wood Battery Pack: a tool item used in various contexts.,tool,battery_pack,6.44,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
dried_meat-2648,Blessed Leather Dried Meat,Blessed Leather Dried Meat: a food_drink item used in various contexts.,food_drink,dried_meat,1.15,0,1,0,,,,,,0,,,"[""common""]"
dagger-2649,Dagger of Might,Dagger of Might: a weapon item used in various contexts.,weapon,dagger,5.51,0,1,1,back,6,10,,17,0,,,"[""common"", ""weapon""]"
weather_foil-2650,Weather Foil of Fortune,Weather Foil of Fortune: a survival item used in various contexts.,survival,weather_foil,11.6,0,1,0,,,,,,0,,,"[""epic""]"
windproof_lighter-2651,Refined Polymer Windproof Lighter,Refined Polymer Windproof Lighter: a survival item used in various contexts.,survival,windproof_lighter,8.58,0,1,0,,,,,,0,,,"[""curse:-luck"", ""common""]"
ring_spiral-2652,Pristine Leather Ring Spiral,Pristine Leather Ring Spiral: a jewelry item used in various contexts.,jewelry,ring_spiral,9.53,0,1,0,,,,,,0,,"{""charisma"": 0.05}","[""fashion"", ""value"", ""rare""]"
broom-2653,Cursed Wood Broom,Cursed Wood Broom: a household item used in various contexts.,household,broom,11.3,0,1,0,,,,,,0,,,"[""common""]"
heat_resin-2654,Heat Resin of Swiftness,Heat Resin of Swiftness: a crafting item used in various contexts.,crafting,heat_resin,2.06,0,1,0,,,,,,0,,,"[""common""]"
chest-2655,Ancient Composite Chest,Ancient Composite Chest: a household item used in various contexts.,household,chest,8.56,0,1,0,,,,,,0,,,"[""common""]"
starshard-2656,Heavy Starshard of Swiftness,Heavy Starshard of Swiftness: a fantasy item used in various contexts.,fantasy,starshard,9.0,0,1,0,,,,,,0,,,"[""rare"", ""fantasy""]"
void_fragment-2657,Void Fragment of the North,Void Fragment of the North: a fantasy item used in various contexts.,fantasy,void_fragment,8.22,0,1,1,torso,,,,,0,,,"[""common"", ""fantasy""]"
tea_leaves-2658,Tea Leaves of Fortune,Tea Leaves of Fortune: a food_drink item used in various contexts.,food_drink,tea_leaves,5.48,0,1,0,,,,,,0,,,"[""common""]"
ring_twisted-2659,Light Steel Ring Twisted,Light Steel Ring Twisted: a jewelry item used in various contexts.,jewelry,ring_twisted,10.45,0,1,0,,,,,,0,,"{""charisma"": 0.07}","[""fashion"", ""value"", ""uncommon""]"
holo_emitter-2660,Polymer Holo Emitter Ion-charged VX-12,Polymer Holo Emitter Ion-charged VX-12: a sci_fi item used in various contexts.,sci_fi,holo_emitter,3.44,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
scale_vest-2661,"Scale Vest of Fortune, Epic","Scale Vest of Fortune, Epic: a armor item used in various contexts.",armor,scale_vest,5.8,0,1,1,torso,,,3,27,0,,,"[""epic"", ""armor""]"
pressure_gauge-2662,Pressure Gauge of Fortune,Pressure Gauge of Fortune: a tool item used in various contexts.,tool,pressure_gauge,0.79,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
cloth-2663,Worn Composite Cloth,Worn Composite Cloth: a crafting item used in various contexts.,crafting,cloth,7.63,0,1,0,,,,,,0,,"{""mana_regen"": 0.052}","[""common""]"
twin_sai-2664,Fine Leather Twin Sai,Fine Leather Twin Sai: a weapon item used in various contexts.,weapon,twin_sai,7.94,0,1,1,back,14,21,,178,0,,,"[""common"", ""weapon""]"
ear_muffs-2665,Light Wood Ear Muffs,Light Wood Ear Muffs: a clothing item used in various contexts.,clothing,ear_muffs,11.4,0,1,1,feet,,,0,,0,,,"[""wearable"", ""rare""]"
grimoire-2666,Rusted Wood Grimoire,Rusted Wood Grimoire: a books item used in various contexts.,books,grimoire,11.34,0,1,0,,,,,,0,,,"[""uncommon""]"
battle_tactics-2667,Battle Tactics of Fortune,Battle Tactics of Fortune: a books item used in various contexts.,books,battle_tactics,10.27,0,1,0,,,,,,0,,,"[""rare""]"
kukri-2668,Worn Alloy Kukri,Worn Alloy Kukri: a weapon item used in various contexts.,weapon,kukri,7.59,0,1,1,hands,16,21,,110,0,,,"[""common"", ""weapon""]"
hymnbook-2669,Hymnbook of Might,Hymnbook of Might: a books item used in various contexts.,books,hymnbook,1.9,0,1,0,,,,,,0,,,"[""uncommon""]"
scale_gauntlet-2670,Blessed Composite Scale Gauntlet,Blessed Composite Scale Gauntlet: a armor item used in various contexts.,armor,scale_gauntlet,9.41,0,1,1,back,,,14,56,0,,,"[""common"", ""armor""]"
travel_log-2671,Quantum Worn Composite Travel Log,Worn Composite Travel Log: a books item used in various contexts.,books,travel_log,3.91,0,1,0,,,,,,0,,,"[""common""]"
snare_wire-2672,Snare Wire of Might,Snare Wire of Might: a survival item used in various contexts.,survival,snare_wire,11.37,0,1,0,,,,,,0,,,"[""common""]"
armored_mask-2673,Armored Mask of Fortune,Armored Mask of Fortune: a armor item used in various contexts.,armor,armored_mask,11.19,0,1,1,hands,,,12,85,0,,,"[""uncommon"", ""armor""]"
amulet-2674,Amulet of Might,Amulet of Might: a jewelry item used in various contexts.,jewelry,amulet,10.68,0,1,0,,,,,,0,,"{""charisma"": 0.1}","[""fashion"", ""value"", ""common""]"
halberd-2675,Halberd of Fortune,Halberd of Fortune: a weapon item used in various contexts.,weapon,halberd,11.58,0,1,1,hands,4,10,,177,0,,,"[""common"", ""weapon""]"
saber-2676,Compact Alloy Saber,Compact Alloy Saber: a weapon item used in various contexts.,weapon,saber,7.29,0,1,1,back,12,18,,130,0,,,"[""rare"", ""weapon""]"
water_test_kit-2677,Cursed Ceramic Water Test Kit,Cursed Ceramic Water Test Kit: a survival item used in various contexts.,survival,water_test_kit,5.74,0,1,0,,,,,,0,,,"[""common""]"
mirror-2678,Mirror of Swiftness,Mirror of Swiftness: a household item used in various contexts.,household,mirror,0.69,0,1,0,,,,,,0,,,"[""common""]"
neck_wrap-2679,Neck Wrap of Might,Neck Wrap of Might: a clothing item used in various contexts.,clothing,neck_wrap,0.33,0,1,1,feet,,,2,,0,,,"[""wearable"", ""common""]"
blanket-2680,Blanket of Swiftness,Blanket of Swiftness: a survival item used in various contexts.,survival,blanket,8.7,0,1,0,,,,,,0,,,"[""common""]"
bolas_heavy-2681,Bolas Heavy of Might,Bolas Heavy of Might: a weapon item used in various contexts.,weapon,bolas_heavy,10.61,0,1,1,back,9,15,,180,0,,,"[""uncommon"", ""weapon""]"
apron-2682,Cursed Leather Apron,Cursed Leather Apron: a clothing item used in various contexts.,clothing,apron,9.59,0,1,1,torso,,,2,,0,,,"[""wearable"", ""common""]"
shillelagh-2683,Worn Obsidian Shillelagh,Worn Obsidian Shillelagh: a weapon item used in various contexts.,weapon,shillelagh,4.99,0,1,1,back,1,9,,48,0,,,"[""uncommon"", ""weapon""]"
ledger-2684,Ledger of Fortune Prime,Ledger of Fortune: a books item used in various contexts.,books,ledger,8.24,0,1,0,,,,,,0,,,"[""common""]"
dustpan-2685,Rusted Polymer Dustpan of the Deep,Rusted Polymer Dustpan: a household item used in various contexts.,household,dustpan,7.84,0,1,0,,,,,,0,,,"[""common""]"
coffee_ground-2686,Coffee Ground of Might,Coffee Ground of Might: a food_drink item used in various contexts.,food_drink,coffee_ground,1.04,0,1,0,,,,,,0,,,"[""common""]"
coat_light-2687,Coat Light of Swiftness,Coat Light of Swiftness: a clothing item used in various contexts.,clothing,coat_light,11.24,0,1,1,feet,,,1,,0,,,"[""wearable"", ""uncommon""]"
atlas-2688,Runed Refined Composite Atlas,Refined Composite Atlas: a books item used in various contexts.,books,atlas,7.43,0,1,0,,,,,,0,,,"[""common""]"
mana_crystal-2689,Rusted Mana Crystal of Fire Prime,Rusted Mana Crystal of Fire: a fantasy item used in various contexts.,fantasy,mana_crystal,0.2,0,1,1,neck,,,,,0,,,"[""legendary"", ""fantasy""]"
brigandine_vest-2690,Brigandine Vest of Swiftness,Brigandine Vest of Swiftness: a armor item used in various contexts.,armor,brigandine_vest,6.91,0,1,1,legs,,,18,79,0,,,"[""common"", ""armor""]"
falchion-2691,Falchion of Fortune,Falchion of Fortune: a weapon item used in various contexts.,weapon,falchion,5.46,0,1,1,back,17,18,,38,0,,,"[""common"", ""weapon""]"
stone_chisel-2692,Stone Chisel of Swiftness,Stone Chisel of Swiftness: a crafting item used in various contexts.,crafting,stone_chisel,11.03,0,1,0,,,,,,0,,,"[""common""]"
herbal_concoction-2693,Common Herbal Concoction of Frost,Common Herbal Concoction of Frost: a fantasy item used in various contexts.,fantasy,herbal_concoction,6.14,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
glass_sheet-2694,Worn Mithril Glass Sheet,Worn Mithril Glass Sheet: a crafting item used in various contexts.,crafting,glass_sheet,1.61,0,1,0,,,,,,0,,,"[""common""]"
vibro_knife-2695,Steel Vibro Knife Prototype QX-49,Steel Vibro Knife Prototype QX-49: a sci_fi item used in various contexts.,sci_fi,vibro_knife,6.65,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
tea_leaves-2696,Sturdy Leather Tea Leaves Prototype,Sturdy Leather Tea Leaves: a food_drink item used in various contexts.,food_drink,tea_leaves,3.04,0,1,0,,,,,,0,,,"[""common""]"
straw_hat-2697,Rusted Alloy Straw Hat,Rusted Alloy Straw Hat: a clothing item used in various contexts.,clothing,straw_hat,6.89,0,1,1,torso,,,2,,0,,,"[""wearable"", ""common""]"
psi_resonator-2698,Alloy Psi Resonator Quantum QX-90,Alloy Psi Resonator Quantum QX-90: a sci_fi item used in various contexts.,sci_fi,psi_resonator,11.81,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
smoked_sausage-2699,Smoked Sausage of Fortune,Smoked Sausage of Fortune: a food_drink item used in various contexts.,food_drink,smoked_sausage,9.74,0,1,0,,,,,,0,,,"[""common""]"
barbute-2700,Compact Alloy Barbute,Compact Alloy Barbute: a armor item used in various contexts.,armor,barbute,7.25,0,1,1,torso,,,5,24,0,,,"[""uncommon"", ""armor""]"
lockbox-2701,Compact Leather Lockbox,Compact Leather Lockbox: a household item used in various contexts.,household,lockbox,4.92,0,1,0,,,,,,0,,,"[""common""]"
emp_grenade-2702,Steel Emp Grenade Prototype NX-57,Steel Emp Grenade Prototype NX-57: a sci_fi item used in various contexts.,sci_fi,emp_grenade,2.52,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
binoculars-2703,Worn Ceramic Binoculars,Worn Ceramic Binoculars: a survival item used in various contexts.,survival,binoculars,11.79,0,1,0,,,,,,0,,,"[""uncommon""]"
bandage-2704,Bandage of Swiftness,Bandage of Swiftness: a survival item used in various contexts.,survival,bandage,5.3,0,1,0,,,,,,0,,,"[""common""]"
leather_strip-2705,Light Wood Leather Strip,Light Wood Leather Strip: a materials item used in various contexts.,materials,leather_strip,4.96,0,1,0,,,,,,0,,,"[""common""]"
soul_thread-2706,Light Soul Thread of the Wolf,Light Soul Thread of the Wolf: a fantasy item used in various contexts.,fantasy,soul_thread,10.39,1,5,0,,,,,,1,,"{""resistance"": 26}","[""common"", ""consumable"", ""fantasy""]"
cuir_belt-2707,Sturdy Alloy Cuir Belt,Sturdy Alloy Cuir Belt: a armor item used in various contexts.,armor,cuir_belt,10.46,0,1,1,legs,,,19,72,0,,"{""mana_regen"": 0.143}","[""common"", ""armor""]"
alloy_ingot-2708,Alloy Ingot of Might,Alloy Ingot of Might: a materials item used in various contexts.,materials,alloy_ingot,2.03,0,1,0,,,,,,0,,,"[""uncommon""]"
sigil_fragment-2709,Heavy Sigil Fragment of the Magus,Heavy Sigil Fragment of the Magus: a fantasy item used in various contexts.,fantasy,sigil_fragment,10.98,0,1,1,head,,,,,0,,,"[""common"", ""fantasy""]"
boots-2710,Rusted Leather Boots,Rusted Leather Boots: a clothing item used in various contexts.,clothing,boots,0.41,0,1,1,legs,,,1,,0,,,"[""wearable"", ""common""]"
plank-2711,Plank of Swiftness,Plank of Swiftness: a crafting item used in various contexts.,crafting,plank,0.3,0,1,0,,,,,,0,,,"[""common""]"
reinforced_gloves-2712,Ancient Composite Reinforced Gloves,Ancient Composite Reinforced Gloves: a armor item used in various contexts.,armor,reinforced_gloves,5.19,0,1,1,hands,,,5,79,0,,,"[""common"", ""armor""]"
energy_cell-2713,Alloy Energy Cell Mk I ZX-6,Alloy Energy Cell Mk I ZX-6: a sci_fi item used in various contexts.,sci_fi,energy_cell,0.59,1,1,0,,,,,,1,,"{""energy"": 76}","[""uncommon"", ""power""]"
energy_cell-2714,Glass Energy Cell Quantum VX-84,Glass Energy Cell Quantum VX-84: a sci_fi item used in various contexts.,sci_fi,energy_cell,3.79,1,20,0,,,,,,1,,"{""energy"": 432}","[""common"", ""power""]"
orb-2715,"Sunforged Orb, Epic","Sunforged Orb, Epic: a fantasy item used in various contexts.",fantasy,orb,2.69,0,1,0,,,,,,0,,,"[""epic"", ""fantasy""]"
mystic_orb_small-2716,Mystic Orb Small of the North,Mystic Orb Small of the North: a fantasy item used in various contexts.,fantasy,mystic_orb_small,3.2,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
machete-2717,Compact Glass Machete,Compact Glass Machete: a survival item used in various contexts.,survival,machete,3.35,0,1,0,,,,,,0,,,"[""common""]"
chain_whip-2718,Chain Whip of Swiftness,Chain Whip of Swiftness: a weapon item used in various contexts.,weapon,chain_whip,8.28,0,1,1,hands,2,11,,13,0,,,"[""common"", ""weapon""]"
ceramic_shard-2719,"Pristine Composite Ceramic Shard, Legendary","Pristine Composite Ceramic Shard, Legendary: a materials item used in various contexts.",materials,ceramic_shard,0.31,0,1,0,,,,,,0,,,"[""legendary""]"
multitool-2720,Multitool of Might,Multitool of Might: a tool item used in various contexts.,tool,multitool,4.68,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
iron_staff-2721,Refined Composite Iron Staff,Refined Composite Iron Staff: a weapon item used in various contexts.,weapon,iron_staff,9.46,0,1,1,back,16,20,,19,0,,,"[""common"", ""weapon""]"
psi_resonator-2722,Ceramic Psi Resonator Quantum NX-16,Ceramic Psi Resonator Quantum NX-16: a sci_fi item used in various contexts.,sci_fi,psi_resonator,10.85,1,5,0,,,,,,1,,"{""energy"": 98}","[""common"", ""power""]"
warhammer-2723,Worn Obsidian Warhammer,Worn Obsidian Warhammer: a weapon item used in various contexts.,weapon,warhammer,10.77,0,1,1,back,10,17,,178,0,,,"[""common"", ""weapon""]"
eldritch_vessel-2724,Sunforged Eldritch Vessel,Sunforged Eldritch Vessel: a fantasy item used in various contexts.,fantasy,eldritch_vessel,8.77,0,1,1,hands,,,,,0,,,"[""common"", ""fantasy""]"
ritual_mask-2725,Moon-Touched Ritual Mask,Moon-Touched Ritual Mask: a fantasy item used in various contexts.,fantasy,ritual_mask,5.39,0,1,1,hands,,,,,0,,,"[""common"", ""fantasy""]"
etheric_scroll-2726,Etheric Scroll of Storms,Etheric Scroll of Storms: a fantasy item used in various contexts.,fantasy,etheric_scroll,0.14,0,1,1,hands,,,,,0,,,"[""uncommon"", ""fantasy""]"
poncho-2727,Poncho of Swiftness,Poncho of Swiftness: a clothing item used in various contexts.,clothing,poncho,10.37,0,1,1,head,,,0,,0,,,"[""wearable"", ""uncommon""]"
lathe_bed-2728,Pristine Mithril Lathe Bed,Pristine Mithril Lathe Bed: a crafting item used in various contexts.,crafting,lathe_bed,6.18,0,1,0,,,,,,0,,,"[""common""]"
seer_eye-2729,Fine Seer Eye of the Magus,Fine Seer Eye of the Magus: a fantasy item used in various contexts.,fantasy,seer_eye,8.0,1,5,0,,,,,,1,,"{""mana"": 62}","[""common"", ""consumable"", ""fantasy""]"
shell_pendant-2730,Shell Pendant of Fortune,Shell Pendant of Fortune: a jewelry item used in various contexts.,jewelry,shell_pendant,5.21,0,1,0,,,,,,0,,"{""charisma"": 0.09}","[""fashion"", ""value"", ""rare""]"
dao-2731,Dao of Fortune,Dao of Fortune: a weapon item used in various contexts.,weapon,dao,8.26,0,1,1,back,16,23,,136,0,,,"[""uncommon"", ""weapon""]"
headband-2732,Headband of Fortune,Headband of Fortune: a clothing item used in various contexts.,clothing,headband,9.8,0,1,1,head,,,2,,0,,,"[""wearable"", ""uncommon""]"
cloth-2733,Common Composite Cloth,Common Composite Cloth: a crafting item used in various contexts.,crafting,cloth,10.5,0,1,0,,,,,,0,,,"[""common""]"
nano_patch-2734,Voidforged Wood Nano Patch Corvus-series ZX-86,Wood Nano Patch Corvus-series ZX-86: a sci_fi item used in various contexts.,sci_fi,nano_patch,1.24,0,1,0,,,,,,0,,,"[""curse:-luck"", ""common"", ""sci-fi""]"
pepper-2735,Pepper of Swiftness,Pepper of Swiftness: a food_drink item used in various contexts.,food_drink,pepper,0.96,0,1,0,,,,,,0,,,"[""common""]"
treatise-2736,Heavy Obsidian Treatise,Heavy Obsidian Treatise: a books item used in various contexts.,books,treatise,10.34,0,1,0,,,,,,0,,,"[""common""]"
rice-2737,Rice of Might,Rice of Might: a food_drink item used in various contexts.,food_drink,rice,0.55,0,1,0,,,,,,0,,,"[""uncommon""]"
glass_vase-2738,Glass Vase of Swiftness,Glass Vase of Swiftness: a household item used in various contexts.,household,glass_vase,7.7,0,1,0,,,,,,0,,,"[""uncommon""]"
stud_finder-2739,Stalwart Stud Finder of Swiftness,Stud Finder of Swiftness: a tool item used in various contexts.,tool,stud_finder,0.87,0,1,0,,,,,,0,,,"[""tool"", ""uncommon""]"
ion_capacitor-2740,Glass Ion Capacitor Ion-charged VX-5,Glass Ion Capacitor Ion-charged VX-5: a sci_fi item used in various contexts.,sci_fi,ion_capacitor,11.99,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
kukri-2741,Blessed Heavy Ceramic Kukri,Heavy Ceramic Kukri: a weapon item used in various contexts.,weapon,kukri,1.45,0,1,1,hands,10,15,,14,0,,,"[""uncommon"", ""weapon""]"
boots-2742,Ancient Leather Boots,Ancient Leather Boots: a clothing item used in various contexts.,clothing,boots,4.16,0,1,1,neck,,,1,,0,,,"[""wearable"", ""uncommon""]"
rug-2743,Rug of Fortune,Rug of Fortune: a household item used in various contexts.,household,rug,6.33,0,1,0,,,,,,0,,,"[""common""]"
arcane_relic-2744,"Cursed Arcane Relic of Frost, Epic","Cursed Arcane Relic of Frost, Epic: a fantasy item used in various contexts.",fantasy,arcane_relic,5.5,0,1,0,,,,,,0,,,"[""epic"", ""fantasy""]"
measuring_cup-2745,Fine Mithril Measuring Cup,Fine Mithril Measuring Cup: a household item used in various contexts.,household,measuring_cup,7.73,0,1,0,,,,,,0,,,"[""common""]"
folding_shovel-2746,Folding Shovel of Might,Folding Shovel of Might: a tool item used in various contexts.,tool,folding_shovel,2.68,0,1,0,,,,,,0,,,"[""tool"", ""rare""]"
